task_id,user_name,duration_seconds,date,type
manual_cut_13155498840_20260805_112300_00007_task_0,Priya,91.0,2026-08-24,submitted
manual_cut_13155498840_20260805_112300_00007_task_0,Priya,91.0,2026-08-24,leader_passed
manual_cut_13155498840_20260805_112300_00006_task_4,Priya,119.0,2026-08-24,submitted
manual_cut_13155498840_20260805_112300_00006_task_4,Priya,119.0,2026-08-24,leader_passed
manual_cut_13155498840_20260805_112300_00006_task_1,Priya,41.0,2026-08-24,submitted
manual_cut_13155498840_20260805_112300_00006_task_1,Priya,41.0,2026-08-24,leader_passed
manual_cut_13155498840_20260805_105559_00000_task_1,Priya,162.0,2026-08-24,submitted
manual_cut_13155498840_20260805_105559_00000_task_1,Priya,162.0,2026-08-24,leader_passed
manual_cut_13155498840_20260805_095509_00008_task_2,Priya,120.0,2026-08-24,submitted
manual_cut_13155498840_20260805_095509_00008_task_2,Priya,120.0,2026-08-24,leader_passed
manual_cut_13155498840_20260805_095509_00008_task_1,Priya,90.0,2026-08-24,submitted
manual_cut_13155498840_20260805_095509_00008_task_1,Priya,90.0,2026-08-24,leader_passed
manual_cut_13155498840_20260805_095509_00007_task_3,Priya,176.0,2026-08-24,submitted
manual_cut_13155498840_20260805_095509_00007_task_3,Priya,176.0,2026-08-24,leader_passed
manual_cut_13155498840_20260805_095509_00007_task_0,Priya,58.0,2026-08-24,submitted
manual_cut_13155498840_20260805_095509_00007_task_0,Priya,58.0,2026-08-24,leader_passed
manual_cut_13155498840_20260805_095509_00006_task_1,Priya,119.0,2026-08-24,submitted
manual_cut_13155498840_20260805_095509_00006_task_1,Priya,119.0,2026-08-24,leader_passed
manual_cut_13155498840_20260805_095509_00002_task_1,Priya,95.0,2026-08-24,submitted
manual_cut_13155498840_20260805_095509_00002_task_1,Priya,95.0,2026-08-24,leader_passed
manual_cut_13155498840_20260805_081621_00000_task_1,Priya,299.0,2026-08-24,submitted
manual_cut_13155498840_20260805_081621_00000_task_1,Priya,299.0,2026-08-24,leader_passed
manual_cut_13155498840_20260804_215727_00006_task_2,Priya,100.0,2026-08-24,submitted
manual_cut_13155498840_20260804_215727_00006_task_2,Priya,100.0,2026-08-24,leader_passed
manual_cut_13155498840_20260804_215727_00006_task_0,Priya,169.0,2026-08-24,submitted
manual_cut_13155498840_20260804_215727_00006_task_0,Priya,169.0,2026-08-24,leader_passed
manual_cut_13155498840_20260804_215727_00005_task_4,Priya,73.0,2026-08-24,submitted
manual_cut_13155498840_20260804_215727_00005_task_4,Priya,73.0,2026-08-24,leader_passed
manual_cut_13155498840_20260804_182315_00000_task_4,Priya,240.0,2026-08-24,submitted
manual_cut_13155498840_20260804_182315_00000_task_4,Priya,240.0,2026-08-24,leader_passed
manual_cut_13155498840_20260804_182312_00001_task_1,Priya,87.0,2026-08-24,submitted
manual_cut_13155498840_20260804_182312_00001_task_1,Priya,87.0,2026-08-24,leader_passed
manual_cut_13155498840_20260804_182312_00001_task_0,Priya,212.0,2026-08-24,submitted
manual_cut_13155498840_20260804_182312_00001_task_0,Priya,212.0,2026-08-24,leader_passed
manual_cut_13155498840_20260803_130852_00005_task_0,Priya,65.0,2026-08-24,submitted
manual_cut_13155498840_20260803_130852_00005_task_0,Priya,65.0,2026-08-24,leader_passed
manual_cut_13155498840_20260803_130852_00004_task_3,Priya,59.0,2026-08-24,submitted
manual_cut_13155498840_20260803_130852_00004_task_3,Priya,59.0,2026-08-24,leader_passed
manual_cut_13155498840_20260803_130852_00004_task_0,Priya,128.0,2026-08-24,submitted
manual_cut_13155498840_20260803_130852_00004_task_0,Priya,128.0,2026-08-24,leader_passed
manual_cut_13155498840_20260803_130852_00002_task_0,Priya,299.0,2026-08-24,submitted
manual_cut_13155498840_20260803_130852_00002_task_0,Priya,299.0,2026-08-24,leader_passed
manual_cut_13155498840_20260803_084407_00002_task_4,Priya,52.0,2026-08-24,submitted
manual_cut_13155498840_20260803_084407_00002_task_4,Priya,52.0,2026-08-24,leader_passed
manual_cut_13155498840_20260803_084407_00002_task_1,Priya,12.0,2026-08-24,submitted
manual_cut_13155498840_20260803_084407_00002_task_1,Priya,12.0,2026-08-24,leader_passed
manual_cut_13155498840_20260803_084407_00000_task_5,Priya,38.0,2026-08-24,submitted
manual_cut_13155498840_20260803_084407_00000_task_5,Priya,38.0,2026-08-24,leader_passed
manual_cut_13155498840_20260803_084407_00000_task_3,Priya,25.0,2026-08-24,submitted
manual_cut_13155498840_20260803_084407_00000_task_3,Priya,25.0,2026-08-24,leader_passed
manual_cut_13060988130_20260806_235349_00000_task_1,Priya,296.0,2026-08-24,submitted
manual_cut_13060988130_20260806_235349_00000_task_1,Priya,296.0,2026-08-24,leader_passed
manual_cut_13060988130_20260806_233522_00003_task_0,Priya,90.0,2026-08-24,submitted
manual_cut_13060988130_20260806_233522_00003_task_0,Priya,90.0,2026-08-24,leader_passed
manual_cut_13060988130_20260806_233522_00002_task_6,Priya,39.0,2026-08-24,submitted
manual_cut_13060988130_20260806_233522_00002_task_6,Priya,39.0,2026-08-24,leader_passed
manual_cut_13204952010_20260802_085807_00007_task_3,Komal,199.0,2026-08-24,submitted
manual_cut_13204952010_20260802_085807_00007_task_3,Komal,199.0,2026-08-24,leader_passed
manual_cut_13204952010_20260802_085807_00007_task_1,Komal,41.0,2026-08-24,auditor_passed
manual_cut_13204952010_20260802_085807_00007_task_0,Komal,40.0,2026-08-24,submitted
manual_cut_13204952010_20260802_085807_00007_task_0,Komal,40.0,2026-08-24,leader_passed
manual_cut_13204952010_20260802_085807_00005_task_0,Komal,300.0,2026-08-24,submitted
manual_cut_13204952010_20260802_085807_00005_task_0,Komal,300.0,2026-08-24,leader_passed
manual_cut_13204952010_20260802_085807_00004_task_0,Komal,300.0,2026-08-24,submitted
manual_cut_13204952010_20260802_085807_00004_task_0,Komal,300.0,2026-08-24,leader_passed
manual_cut_13204952010_20260802_085807_00003_task_0,Komal,299.0,2026-08-24,submitted
manual_cut_13204952010_20260802_085807_00003_task_0,Komal,299.0,2026-08-24,leader_passed
manual_cut_13204952010_20260802_085807_00002_task_0,Komal,300.0,2026-08-24,submitted
manual_cut_13204952010_20260802_085807_00002_task_0,Komal,300.0,2026-08-24,leader_passed
manual_cut_13204952010_20260802_085807_00000_task_4,Komal,10.0,2026-08-24,submitted
manual_cut_13204952010_20260802_085807_00000_task_4,Komal,10.0,2026-08-24,leader_passed
manual_cut_13204952010_20260802_085807_00000_task_2,Komal,238.0,2026-08-24,submitted
manual_cut_13204952010_20260802_085807_00000_task_2,Komal,238.0,2026-08-24,leader_passed
manual_cut_13204952010_20260801_135914_00033_task_4,Komal,39.0,2026-08-24,submitted
manual_cut_13204952010_20260801_135914_00033_task_4,Komal,39.0,2026-08-24,leader_passed
manual_cut_13204952010_20260801_135914_00033_task_2,Komal,127.0,2026-08-24,submitted
manual_cut_13204952010_20260801_135914_00033_task_2,Komal,127.0,2026-08-24,leader_passed
manual_cut_13204952010_20260801_135914_00031_task_2,Komal,83.0,2026-08-24,submitted
manual_cut_13204952010_20260801_135914_00031_task_2,Komal,83.0,2026-08-24,leader_passed
manual_cut_13204952010_20260801_135914_00031_task_0,Komal,23.0,2026-08-24,submitted
manual_cut_13204952010_20260801_135914_00031_task_0,Komal,23.0,2026-08-24,leader_passed
manual_cut_13204952010_20260801_135914_00024_task_0,Komal,299.0,2026-08-24,submitted
manual_cut_13204952010_20260801_135914_00024_task_0,Komal,299.0,2026-08-24,leader_passed
manual_cut_13204952010_20260801_135914_00023_task_0,Komal,300.0,2026-08-24,submitted
manual_cut_13204952010_20260801_135914_00023_task_0,Komal,300.0,2026-08-24,leader_passed
manual_cut_13204952010_20260801_135914_00022_task_3,Komal,161.0,2026-08-24,submitted
manual_cut_13204952010_20260801_135914_00022_task_3,Komal,161.0,2026-08-24,leader_passed
manual_cut_13204952010_20260801_135914_00022_task_2,Komal,51.0,2026-08-24,submitted
manual_cut_13204952010_20260801_135914_00022_task_2,Komal,51.0,2026-08-24,leader_passed
manual_cut_13204952010_20260801_135914_00021_task_0,Komal,286.0,2026-08-24,submitted
manual_cut_13204952010_20260801_135914_00021_task_0,Komal,286.0,2026-08-24,leader_passed
manual_cut_13204952010_20260801_135914_00020_task_0,Komal,270.0,2026-08-24,submitted
manual_cut_13204952010_20260801_135914_00020_task_0,Komal,270.0,2026-08-24,leader_passed
manual_cut_13204952010_20260801_135914_00019_task_2,Komal,149.0,2026-08-24,submitted
manual_cut_13204952010_20260801_135914_00019_task_2,Komal,149.0,2026-08-24,leader_passed
manual_cut_13204952010_20260801_135914_00019_task_1,Komal,104.0,2026-08-24,submitted
manual_cut_13204952010_20260801_135914_00019_task_1,Komal,104.0,2026-08-24,leader_passed
manual_cut_13204952010_20260801_135914_00019_task_0,Komal,46.0,2026-08-24,submitted
manual_cut_13204952010_20260801_135914_00019_task_0,Komal,46.0,2026-08-24,leader_passed
manual_cut_13204952010_20260801_135914_00018_task_0,Komal,20.0,2026-08-24,submitted
manual_cut_13204952010_20260801_135914_00018_task_0,Komal,20.0,2026-08-24,leader_passed
manual_cut_13204952010_20260801_135914_00016_task_1,Komal,45.0,2026-08-24,submitted
manual_cut_13204952010_20260801_135914_00016_task_1,Komal,45.0,2026-08-24,leader_passed
manual_cut_13204952010_20260801_135914_00015_task_8,Komal,31.0,2026-08-24,submitted
manual_cut_13204952010_20260801_135914_00015_task_8,Komal,31.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_160133_00001_task_0,Aditya,35.0,2026-08-24,submitted
manual_cut_11100000000_20260806_160133_00001_task_0,Aditya,35.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_160133_00000_task_2,Aditya,52.0,2026-08-24,submitted
manual_cut_11100000000_20260806_160133_00000_task_2,Aditya,52.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_160133_00000_task_0,Aditya,56.0,2026-08-24,submitted
manual_cut_11100000000_20260806_160133_00000_task_0,Aditya,56.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00023_task_2,Aditya,83.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00023_task_2,Aditya,83.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00023_task_1,Aditya,15.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00023_task_1,Aditya,15.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00023_task_0,Aditya,12.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00023_task_0,Aditya,12.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00021_task_1,Aditya,28.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00021_task_1,Aditya,28.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00019_task_0,Aditya,120.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00019_task_0,Aditya,120.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00018_task_2,Aditya,109.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00018_task_2,Aditya,109.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00017_task_1,Aditya,27.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00017_task_1,Aditya,27.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00017_task_0,Aditya,48.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00017_task_0,Aditya,48.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00016_task_3,Aditya,74.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00016_task_3,Aditya,74.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00016_task_2,Aditya,12.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00016_task_2,Aditya,12.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00016_task_1,Aditya,10.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00016_task_1,Aditya,10.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00016_task_0,Aditya,23.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00016_task_0,Aditya,23.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00015_task_1,Aditya,30.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00015_task_1,Aditya,30.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00015_task_0,Aditya,90.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00015_task_0,Aditya,90.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00014_task_3,Aditya,60.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00014_task_3,Aditya,60.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00014_task_1,Aditya,28.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00014_task_1,Aditya,28.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00014_task_0,Aditya,12.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00014_task_0,Aditya,12.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00013_task_1,Aditya,87.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00013_task_1,Aditya,87.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00013_task_0,Aditya,32.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00013_task_0,Aditya,32.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00012_task_2,Aditya,70.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00012_task_2,Aditya,70.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00011_task_4,Aditya,15.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00011_task_4,Aditya,15.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00011_task_3,Aditya,41.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00011_task_3,Aditya,41.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00010_task_0,Aditya,119.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00010_task_0,Aditya,119.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00009_task_0,Aditya,120.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00009_task_0,Aditya,120.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00008_task_2,Aditya,38.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00008_task_2,Aditya,38.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00008_task_1,Aditya,39.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00008_task_1,Aditya,39.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00008_task_0,Aditya,42.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00008_task_0,Aditya,42.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00007_task_2,Aditya,53.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00007_task_2,Aditya,53.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00006_task_2,Aditya,45.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00006_task_2,Aditya,45.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00006_task_1,Aditya,62.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00006_task_1,Aditya,62.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00006_task_0,Aditya,12.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00006_task_0,Aditya,12.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00004_task_1,Aditya,16.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00004_task_1,Aditya,16.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00004_task_0,Aditya,41.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00004_task_0,Aditya,41.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00003_task_0,Aditya,119.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00003_task_0,Aditya,119.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00002_task_1,Aditya,89.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00002_task_1,Aditya,89.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00002_task_0,Aditya,15.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00002_task_0,Aditya,15.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00001_task_0,Aditya,35.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00001_task_0,Aditya,35.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_151125_00000_task_1,Aditya,101.0,2026-08-24,submitted
manual_cut_11100000000_20260806_151125_00000_task_1,Aditya,101.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_145917_00002_task_2,Aditya,25.0,2026-08-24,submitted
manual_cut_11100000000_20260806_145917_00002_task_2,Aditya,25.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_145917_00002_task_1,Aditya,73.0,2026-08-24,submitted
manual_cut_11100000000_20260806_145917_00002_task_1,Aditya,73.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_145917_00001_task_3,Aditya,18.0,2026-08-24,submitted
manual_cut_11100000000_20260806_145917_00001_task_3,Aditya,18.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_145917_00001_task_1,Aditya,51.0,2026-08-24,submitted
manual_cut_11100000000_20260806_145917_00001_task_1,Aditya,51.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_145917_00000_task_2,Aditya,54.0,2026-08-24,submitted
manual_cut_11100000000_20260806_145917_00000_task_2,Aditya,54.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_145917_00000_task_0,Aditya,54.0,2026-08-24,submitted
manual_cut_11100000000_20260806_145917_00000_task_0,Aditya,54.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_114612_00001_task_2,Aditya,18.0,2026-08-24,submitted
manual_cut_11100000000_20260806_114612_00001_task_2,Aditya,18.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00024_task_0,Aditya,53.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00024_task_0,Aditya,53.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00023_task_0,Aditya,120.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00023_task_0,Aditya,120.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00022_task_1,Aditya,64.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00022_task_1,Aditya,64.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00021_task_0,Aditya,24.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00021_task_0,Aditya,24.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00020_task_3,Aditya,15.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00020_task_3,Aditya,15.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00020_task_0,Aditya,37.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00020_task_0,Aditya,37.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00019_task_8,Aditya,20.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00019_task_8,Aditya,20.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00019_task_6,Aditya,11.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00019_task_6,Aditya,11.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00019_task_4,Aditya,21.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00019_task_4,Aditya,21.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00019_task_3,Aditya,13.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00019_task_3,Aditya,13.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00018_task_1,Aditya,25.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00018_task_1,Aditya,25.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00018_task_0,Aditya,93.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00018_task_0,Aditya,93.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00016_task_1,Aditya,94.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00016_task_1,Aditya,94.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00015_task_5,Aditya,24.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00015_task_5,Aditya,24.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00015_task_2,Aditya,21.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00015_task_2,Aditya,21.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00014_task_3,Aditya,36.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00014_task_3,Aditya,36.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00013_task_2,Aditya,45.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00013_task_2,Aditya,45.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00013_task_0,Aditya,18.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00013_task_0,Aditya,18.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00012_task_2,Aditya,32.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00012_task_2,Aditya,32.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00012_task_0,Aditya,65.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00012_task_0,Aditya,65.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00011_task_2,Aditya,90.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00011_task_2,Aditya,90.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00010_task_0,Aditya,119.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00010_task_0,Aditya,119.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00009_task_3,Aditya,34.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00009_task_3,Aditya,34.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00009_task_2,Aditya,15.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00009_task_2,Aditya,15.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00009_task_0,Aditya,40.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00009_task_0,Aditya,40.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00008_task_5,Aditya,52.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00008_task_5,Aditya,52.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00008_task_4,Aditya,21.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00008_task_4,Aditya,21.0,2026-08-24,leader_passed
manual_cut_11100000000_20260806_104838_00008_task_2,Aditya,11.0,2026-08-24,submitted
manual_cut_11100000000_20260806_104838_00008_task_2,Aditya,11.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00014_task_1,Aditya,133.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00014_task_1,Aditya,133.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00014_task_0,Aditya,167.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00014_task_0,Aditya,167.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00013_task_0,Aditya,300.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00013_task_0,Aditya,300.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00012_task_2,Aditya,140.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00012_task_2,Aditya,140.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00012_task_1,Aditya,38.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00012_task_1,Aditya,38.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00012_task_0,Aditya,122.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00012_task_0,Aditya,122.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00011_task_3,Aditya,21.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00011_task_3,Aditya,21.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00011_task_1,Aditya,128.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00011_task_1,Aditya,128.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00011_task_0,Aditya,41.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00011_task_0,Aditya,41.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00010_task_2,Aditya,141.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00010_task_2,Aditya,141.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00010_task_1,Aditya,19.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00010_task_1,Aditya,19.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00010_task_0,Aditya,137.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00010_task_0,Aditya,137.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00009_task_4,Aditya,71.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00009_task_4,Aditya,71.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00009_task_3,Aditya,107.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00009_task_3,Aditya,107.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00009_task_2,Aditya,104.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00009_task_2,Aditya,104.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00009_task_0,Aditya,10.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00009_task_0,Aditya,10.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00008_task_1,Aditya,107.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00008_task_1,Aditya,107.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00008_task_0,Aditya,192.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00008_task_0,Aditya,192.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00007_task_2,Aditya,131.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00007_task_2,Aditya,131.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00007_task_1,Aditya,78.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00007_task_1,Aditya,78.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00007_task_0,Aditya,90.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00007_task_0,Aditya,90.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00006_task_3,Aditya,116.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00006_task_3,Aditya,116.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00006_task_2,Aditya,49.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00006_task_2,Aditya,49.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00006_task_1,Aditya,54.0,2026-08-24,submitted
manual_cut_18296743428_20260725_085001_00006_task_1,Aditya,54.0,2026-08-24,leader_passed
manual_cut_18296743428_20260725_085001_00006_task_0,Aditya,77.0,2026-08-24,submitted
